Site,eventDate,Family,Genus,Species,imageName,scientificName,validName
Auca,9/28/2019,Crambidae,Crambus,satrapellus,AUCA_2019-09-28_5400.jpg,Crambus satrapellus,Crambus satrapellus
Auca,9/28/2019,Crambidae,Crambus,satrapellus,AUCA_2019-09-28_5401.jpg,Crambus satrapellus,Crambus satrapellus
Auca,6/8/2019,Crambidae,Desmia,funeralis,AUCA_2019-06-08_9907.jpg,Desmia funeralis,Desmia funeralis
Auca,NA,Crambidae,Desmia,funeralis,AUCA_2019-06-08_9908.jpg,Desmia funeralis,Desmia funeralis
Auca,6/8/2019,Crambidae,Desmia,funeralis,AUCA_2019-06-08_9909.jpg,Desmia funeralis,Desmia funeralis
Auca,8/31/2019,Crambidae,Desmia,funeralis,AUCA_2019-08-31_4316.jpg,Desmia funeralis,Desmia funeralis
Auca,NA,Crambidae,Desmia,funeralis,AUCA_2019-08-31_4317.jpg,Desmia funeralis,Desmia funeralis
Auca,8/31/2019,Crambidae,Desmia,funeralis,AUCA_2019-08-31_4318.jpg,Desmia funeralis,Desmia funeralis
Auca,8/31/2019,Crambidae,Desmia,funeralis,AUCA_2019-08-31_4319.jpg,Desmia funeralis,Desmia funeralis
Auca,NA,Crambidae,Desmia,funeralis,AUCA_2019-08-31_4320.jpg,Desmia funeralis,Desmia funeralis
Auca,8/31/2019,Crambidae,Desmia,funeralis,AUCA_2019-08-31_4322.jpg,Desmia funeralis,Desmia funeralis
Auca,9/7/2019,Crambidae,Desmia,maculalis,AUCA_2019-09-07_4700.jpg,Desmia maculalis,Desmia maculalis
Auca,NA,Crambidae,Desmia,maculalis,AUCA_2019-09-07_4701.jpg,Desmia maculalis,Desmia maculalis
Auca,9/7/2019,Crambidae,Desmia,maculalis,AUCA_2019-09-07_4702.jpg,Desmia maculalis,Desmia maculalis
Auca,5/22/2019,Crambidae,Herpetogramma,fluctuosalis,AUCA_2019-05-22_2759.jpg,Herpetogramma fluctuosalis,Herpetogramma fluctuosalis
Auca,NA,Crambidae,Herpetogramma,fluctuosalis,AUCA_2019-05-22_2760.jpg,Herpetogramma fluctuosalis,Herpetogramma fluctuosalis
Auca,5/22/2019,Crambidae,Herpetogramma,fluctuosalis,AUCA_2019-05-22_2761.jpg,Herpetogramma fluctuosalis,Herpetogramma fluctuosalis
Auca,6/2/2019,Crambidae,Herpetogramma,fluctuosalis,AUCA_2019-06-02_9646.jpg,Herpetogramma fluctuosalis,Herpetogramma fluctuosalis
Auca,NA,Crambidae,Herpetogramma,fluctuosalis,AUCA_2019-06-02_9647.jpg,Herpetogramma fluctuosalis,Herpetogramma fluctuosalis
Auca,6/2/2019,Crambidae,Herpetogramma,fluctuosalis,AUCA_2019-06-02_9648.jpg,Herpetogramma fluctuosalis,Herpetogramma fluctuosalis
Auca,7/27/2019,Crambidae,Herpetogramma,fluctuosalis,AUCA_2019-07-27_4128.jpg,Herpetogramma fluctuosalis,Herpetogramma fluctuosalis
Auca,7/27/2019,Crambidae,Herpetogramma,fluctuosalis,AUCA_2019-07-27_4129.jpg,Herpetogramma fluctuosalis,Herpetogramma fluctuosalis
Auca,8/24/2019,Crambidae,Crambus,NA,AUCA_2019-08-24_3097.jpg,Crambus NA,Crambus NA
Auca,8/24/2019,Crambidae,Crambus,NA,AUCA_2019-08-24_3098.jpg,Crambus NA,Crambus NA
Auca,8/17/2019,Crambidae,Samaea,NA,AUCA_2019-08-17_87.jpg,Samaea NA,Samaea NA
Auca,8/17/2019,Crambidae,Samaea,NA,AUCA_2019-08-17_87.jpg,Samaea NA,Samaea NA
Auca,NA,Crambidae,Samaea,NA,AUCA_2019-08-17_88.jpg,Samaea NA,Samaea NA
Auca,8/17/2019,Crambidae,Samaea,NA,AUCA_2019-08-17_89.jpg,Samaea NA,Samaea NA
Auca,8/17/2019,Crambidae,Samaea,NA,AUCA_2019-08-17_89.jpg,Samaea NA,Samaea NA
Auca,6/15/2019,Crambidae,Spp3,NA,AUCA_2019-06-15_53.jpg,Spp3 NA,Spp3 NA
Auca,6/15/2019,Crambidae,Spp3,NA,AUCA_2019-06-15_54.jpg,Spp3 NA,Spp3 NA
Auca,8/31/2019,Crambidae,Spp3,NA,AUCA_2019-08-31_4332.jpg,Spp3 NA,Spp3 NA
Auca,8/31/2019,Crambidae,Spp3,NA,AUCA_2019-08-31_4334.jpg,Spp3 NA,Spp3 NA
Baca,3/10/2019,Crambidae,Desmia,NA,BACA_2019-03-10_26507094.jpg,Desmia NA,Desmia NA
Baca,9/7/2019,Crambidae,Pilocrocis,ramentalis,BACA_2019-09-07_7881.jpg,Pilocrocis ramentalis,Pilocrocis ramentalis
Baca,9/7/2019,Crambidae,Pilocrocis,ramentalis,BACA_2019-09-07_7882.jpg,Pilocrocis ramentalis,Pilocrocis ramentalis
Baca,9/7/2019,Crambidae,Pilocrocis,ramentalis,BACA_2019-09-07_7883.jpg,Pilocrocis ramentalis,Pilocrocis ramentalis
Baca,12/8/2019,Crambidae,Pilocrocis,ramentalis,BACA_2019-12-08_5516.jpg,Pilocrocis ramentalis,Pilocrocis ramentalis
Baca,12/8/2019,Crambidae,Pilocrocis,ramentalis,BACA_2019-12-08_5517.jpg,Pilocrocis ramentalis,Pilocrocis ramentalis
Biva,6/2/2019,Crambidae,Desmia,NA,BIVA_2019-06-02_9803.jpg,Desmia NA,Desmia NA
Biva,6/2/2019,Crambidae,Desmia,NA,BIVA_2019-06-02_9804.jpg,Desmia NA,Desmia NA
Biva,9/7/2019,Crambidae,Desmia,NA,BIVA_2019-09-07_8042.jpg,Desmia NA,Desmia NA
Biva,NA,Crambidae,Desmia,NA,BIVA_2019-09-07_8043.jpg,Desmia NA,Desmia NA
Biva,9/7/2019,Crambidae,Desmia,NA,BIVA_2019-09-07_8044.jpg,Desmia NA,Desmia NA
Biva,9/21/2019,Crambidae,Desmia,NA,BIVA_2019-09-21_6302.jpg,Desmia NA,Desmia NA
Biva,9/21/2019,Crambidae,Desmia,NA,BIVA_2019-09-21_6303.jpg,Desmia NA,Desmia NA
Biva,NA,Crambidae,Desmia,NA,BIVA_2019-09-21_6304.jpg,Desmia NA,Desmia NA
Biva,9/21/2019,Crambidae,Desmia,NA,BIVA_2019-09-21_6305.jpg,Desmia NA,Desmia NA
Biva,5/11/2019,Crambidae,Herpetogramma,fluctuosalis,BIVA_2019-05-11_2581.jpg,Herpetogramma fluctuosalis,Herpetogramma fluctuosalis
Biva,NA,Crambidae,Herpetogramma,fluctuosalis,BIVA_2019-05-11_2582.jpg,Herpetogramma fluctuosalis,Herpetogramma fluctuosalis
Biva,5/11/2019,Crambidae,Herpetogramma,fluctuosalis,BIVA_2019-05-11_2583.jpg,Herpetogramma fluctuosalis,Herpetogramma fluctuosalis
Biva,5/11/2019,Crambidae,Pilocrocis,ramentalis,BIVA_2019-05-11_2574.jpg,Pilocrocis ramentalis,Pilocrocis ramentalis
Biva,NA,Crambidae,Pilocrocis,ramentalis,BIVA_2019-05-11_2575.jpg,Pilocrocis ramentalis,Pilocrocis ramentalis
Biva,5/11/2019,Crambidae,Pilocrocis,ramentalis,BIVA_2019-05-11_2576.jpg,Pilocrocis ramentalis,Pilocrocis ramentalis
Biva,9/7/2019,Crambidae,Pilocrocis,ramentalis,BIVA_2019-09-07_8039.jpg,Pilocrocis ramentalis,Pilocrocis ramentalis
Biva,NA,Crambidae,Pilocrocis,ramentalis,BIVA_2019-09-07_8040.jpg,Pilocrocis ramentalis,Pilocrocis ramentalis
Biva,9/7/2019,Crambidae,Pilocrocis,ramentalis,BIVA_2019-09-07_8041.jpg,Pilocrocis ramentalis,Pilocrocis ramentalis
Biva,6/8/2019,Crambidae,Polygrammodes,flavidalis,BIVA_2019-06-08_9703.jpg,Polygrammodes flavidalis,Polygrammodes flavidalis
Biva,NA,Crambidae,Polygrammodes,flavidalis,BIVA_2019-06-08_9704.jpg,Polygrammodes flavidalis,Polygrammodes flavidalis
Biva,6/8/2019,Crambidae,Polygrammodes,flavidalis,BIVA_2019-06-08_9705.jpg,Polygrammodes flavidalis,Polygrammodes flavidalis
Biva,NA,Crambidae,cantIDmore,NA,BIVA_2019-05-11_2591.jpg,cantIDmore NA,cantID NA
Biva,NA,Crambidae,cantIDmore,NA,BIVA_2019-05-11_2592.jpg,cantIDmore NA,cantID NA
Biva,5/11/2019,Crambidae,cantIDmore,NA,BIVA_2019-05-11_2593.jpg,cantIDmore NA,cantID NA
Biva,6/22/2019,Crambidae,cantIDmore,NA,BIVA_2019-06-22_187.jpg,cantIDmore NA,cantID NA
Biva,6/22/2019,Crambidae,cantIDmore,NA,BIVA_2019-06-22_188.jpg,cantIDmore NA,cantID NA
Biva,6/29/2019,Crambidae,cantIDmore,NA,BIVA_2019-06-29_9944.jpg,cantIDmore NA,cantID NA
Biva,6/29/2019,Crambidae,cantIDmore,NA,BIVA_2019-06-29_9945.jpg,cantIDmore NA,cantID NA
Biva,7/13/2019,Crambidae,cantIDmore,NA,BIVA_2019-07-13_195.jpg,cantIDmore NA,cantID NA
Biva,7/13/2019,Crambidae,cantIDmore,NA,BIVA_2019-07-13_196.jpg,cantIDmore NA,cantID NA
Biva,10/12/2019,Crambidae,cantIDmore,NA,BIVA_2019-10-12_5166.jpg,cantIDmore NA,cantID NA
Biva,10/12/2019,Crambidae,cantIDmore,NA,BIVA_2019-10-12_5167.jpg,cantIDmore NA,cantID NA
Biva,10/12/2019,Crambidae,cantIDmore,NA,BIVA_2019-10-12_5168.jpg,cantIDmore NA,cantID NA
Biva,10/12/2019,Crambidae,cantIDmore,NA,BIVA_2019-10-12_5169.jpg,cantIDmore NA,cantID NA
Biva,10/20/2019,Crambidae,cantIDmore,NA,BIVA_2019-10-20_4963.jpg,cantIDmore NA,cantID NA
Biva,10/20/2019,Crambidae,cantIDmore,NA,BIVA_2019-10-20_4964.jpg,cantIDmore NA,cantID NA
Biva,4/28/2019,Crambidae,Herpetogramma,bipunctalis,BIVA_2019-04-28_1886.jpg,Herpetogramma bipunctalis,Herpetogramma bipunctalis
Biva,NA,Crambidae,Herpetogramma,bipunctalis,BIVA_2019-04-28_1887.jpg,Herpetogramma bipunctalis,Herpetogramma bipunctalis
Biva,4/28/2019,Crambidae,Herpetogramma,bipunctalis,BIVA_2019-04-28_1888.jpg,Herpetogramma bipunctalis,Herpetogramma bipunctalis
Bowa,9/7/2019,Crambidae,Desmia,NA,BOWA_2019-09-07_5668.jpg,Desmia NA,Desmia NA
Bowa,9/7/2019,Crambidae,Desmia,NA,BOWA_2019-09-07_5669.jpg,Desmia NA,Desmia NA
Bowa,9/7/2019,Crambidae,Desmia,NA,BOWA_2019-09-07_5670.jpg,Desmia NA,Desmia NA
Bowa,9/7/2019,Crambidae,Desmia,NA,BOWA_2019-09-07_5672.jpg,Desmia NA,Desmia NA
Bowa,7/13/2019,Crambidae,cantID,NA,BOWA_2019-07-13_3956.jpg,cantID NA,cantID NA
Bowa,7/13/2019,Crambidae,cantID,NA,BOWA_2019-07-13_3957.jpg,cantID NA,cantID NA
Bowa,7/27/2019,Crambidae,cantID,NA,BOWA_2019-07-27_143.jpg,cantID NA,cantID NA
Bowa,7/27/2019,Crambidae,cantID,NA,BOWA_2019-07-27_144.jpg,cantID NA,cantID NA
Bowa,8/17/2019,Crambidae,cantID,NA,BOWA_2019-08-17_3364.jpg,cantID NA,cantID NA
Bowa,8/17/2019,Crambidae,cantID,NA,BOWA_2019-08-17_3365.jpg,cantID NA,cantID NA
Bowa,9/7/2019,Crambidae,cantID,NA,BOWA_2019-09-07_5666.jpg,cantID NA,cantID NA
Bowa,9/7/2019,Crambidae,cantID,NA,BOWA_2019-09-07_5667.jpg,cantID NA,cantID NA
Bowa,10/26/2019,Crambidae,Herpetogramma,phaeopteralis,BOWA_2019-10-26_4935.jpg,Herpetogramma phaeopteralis,Herpetogramma phaeopteralis
Bowa,10/26/2019,Crambidae,Herpetogramma,phaeopteralis,BOWA_2019-10-26_4936.jpg,Herpetogramma phaeopteralis,Herpetogramma phaeopteralis
Bowa,9/7/2019,Crambidae,Samea,ecclesialis,BOWA_2019-09-07_5703.jpg,Samea ecclesialis,Samea ecclesialis
Bowa,9/7/2019,Crambidae,Samea,ecclesialis,BOWA_2019-09-07_5704.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,9/7/2019,Crambidae,Desmia,funeralis,COFR_2019-09-07_4494.jpg,Desmia funeralis,Desmia funeralis
Cofr,NA,Crambidae,Desmia,funeralis,COFR_2019-09-07_4495.jpg,Desmia funeralis,Desmia funeralis
Cofr,9/7/2019,Crambidae,Desmia,funeralis,COFR_2019-09-07_4496.jpg,Desmia funeralis,Desmia funeralis
Cofr,7/27/2019,Crambidae,Herpetogramma,fluctuosalis,COFR_2019-07-27_74.jpg,Herpetogramma fluctuosalis,Herpetogramma fluctuosalis
Cofr,7/27/2019,Crambidae,Herpetogramma,fluctuosalis,COFR_2019-07-27_74.jpg,Herpetogramma fluctuosalis,Herpetogramma fluctuosalis
Cofr,7/27/2019,Crambidae,Herpetogramma,fluctuosalis,COFR_2019-07-27_75.jpg,Herpetogramma fluctuosalis,Herpetogramma fluctuosalis
Cofr,7/27/2019,Crambidae,Herpetogramma,fluctuosalis,COFR_2019-07-27_75.jpg,Herpetogramma fluctuosalis,Herpetogramma fluctuosalis
Cofr,9/7/2019,Crambidae,Pilocrocis,ramentalis,COFR_2019-09-07_4497.jpg,Pilocrocis ramentalis,Pilocrocis ramentalis
Cofr,9/7/2019,Crambidae,Pilocrocis,ramentalis,COFR_2019-09-07_4498.jpg,Pilocrocis ramentalis,Pilocrocis ramentalis
Cofr,10/5/2019,Crambidae,Pilocrocis,ramentalis,COFR_2019-10-05_4971.jpg,Pilocrocis ramentalis,Pilocrocis ramentalis
Cofr,10/5/2019,Crambidae,Pilocrocis,ramentalis,COFR_2019-10-05_4972.jpg,Pilocrocis ramentalis,Pilocrocis ramentalis
Cofr,3/24/2019,Crambidae,Samea,ecclesialis,COFR_2019-03-24_5173.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,NA,Crambidae,Samea,ecclesialis,COFR_2019-03-24_5174.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,3/24/2019,Crambidae,Samea,ecclesialis,COFR_2019-03-24_5176.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,3/31/2019,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6031.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,NA,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6032.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,3/31/2019,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6033.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,3/31/2019,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6034.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,NA,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6035.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,NA,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6036.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,NA,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6037.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,NA,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6038.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,3/31/2019,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6039.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,3/31/2019,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6040.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,NA,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6041.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,NA,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6042.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,3/31/2019,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6043.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,3/31/2019,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6044.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,NA,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6045.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,NA,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6046.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,3/31/2019,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6047.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,3/31/2019,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6048.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,3/31/2019,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6049.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,3/31/2019,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6071.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,NA,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6072.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,NA,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6073.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,NA,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6074.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,NA,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6075.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,3/31/2019,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6076.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,3/31/2019,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6077.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,NA,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6078.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,NA,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6079.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,NA,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6080.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,3/31/2019,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6081.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,3/31/2019,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6082.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,NA,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6083.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,NA,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6084.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,NA,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6085.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,NA,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6086.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,NA,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6087.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,3/31/2019,Crambidae,Samea,ecclesialis,COFR_2019-03-31_6088.jpg,Samea ecclesialis,Samea ecclesialis
Cofr,6/29/2019,Crambidae,Herpetogramaa,bipunctalis,COFR_2019-06-29_3637.jpg,Herpetogramma bipunctalis,Herpetogramma bipunctalis
Cofr,6/29/2019,Crambidae,Herpetogramaa,bipunctalis,COFR_2019-06-29_3638.jpg,Herpetogramma bipunctalis,Herpetogramma bipunctalis
Cofr,6/29/2019,Crambidae,Herpetogramma,theseusalis,COFR_2019-06-29_9627.jpg,Herpetogramma theseusalis,Herpetogramma theseusalis
Cofr,9/21/2019,Crambidae,Herpetogramma,theseusalis,COFR_2019-09-21_5150.jpg,Herpetogramma theseusalis,Herpetogramma theseusalis
