Site,eventDate,Family,Genus,Species,imageName,scientificName,validName
Biva,5/11/2019,Erebidae,Hypoprepia,fucosa,BIVA_2019-05-11_2683.jpg,Hypoprepia fucosa,Hypoprepia fucosa
Biva,3/10/2019,Erebidae,Spilosoma,congrua,BIVA_2019-03-10_5477.jpg,Spilosoma congrua,Spilosoma congrua
Biva,NA,Erebidae,Spilosoma,congrua,BIVA_2019-03-10_5478.jpg,Spilosoma congrua,Spilosoma congrua
Biva,NA,Erebidae,Spilosoma,congrua,BIVA_2019-03-10_5479.jpg,Spilosoma congrua,Spilosoma congrua
Biva,NA,Erebidae,Spilosoma,congrua,BIVA_2019-03-10_5480.jpg,Spilosoma congrua,Spilosoma congrua
Biva,NA,Erebidae,Spilosoma,congrua,BIVA_2019-03-10_5481.jpg,Spilosoma congrua,Spilosoma congrua
Biva,NA,Erebidae,Spilosoma,congrua,BIVA_2019-03-10_5482.jpg,Spilosoma congrua,Spilosoma congrua
Biva,NA,Erebidae,Spilosoma,congrua,BIVA_2019-03-10_5483.jpg,Spilosoma congrua,Spilosoma congrua
Biva,3/10/2019,Erebidae,Spilosoma,congrua,BIVA_2019-03-10_5484.jpg,Spilosoma congrua,Spilosoma congrua
Biva,4/14/2019,Erebidae,Virbia,rubicundaria,BIVA_2019-04-14_2415.jpg,Virbia rubicundaria,Virbia rubicundaria
Biva,NA,Erebidae,Virbia,rubicundaria,BIVA_2019-04-14_2416.jpg,Virbia rubicundaria,Virbia rubicundaria
Biva,4/14/2019,Erebidae,Virbia,rubicundaria,BIVA_2019-04-14_2417.jpg,Virbia rubicundaria,Virbia rubicundaria
Biva,3/10/2019,Erebidae,Metalectra,discalis,BIVA_2019-03-10_5415.jpg,Metalectra discalis,Metalectra discalis
Biva,NA,Erebidae,Metalectra,discalis,BIVA_2019-03-10_5416.jpg,Metalectra discalis,Metalectra discalis
Biva,NA,Erebidae,Metalectra,discalis,BIVA_2019-03-10_5417.jpg,Metalectra discalis,Metalectra discalis
Biva,NA,Erebidae,Metalectra,discalis,BIVA_2019-03-10_5418.jpg,Metalectra discalis,Metalectra discalis
Biva,NA,Erebidae,Metalectra,discalis,BIVA_2019-03-10_5419.jpg,Metalectra discalis,Metalectra discalis
Biva,3/10/2019,Erebidae,Metalectra,discalis,BIVA_2019-03-10_5420.jpg,Metalectra discalis,Metalectra discalis
Biva,8/24/2019,Erebidae,Catocala,lacrymosa,BIVA_2019-08-24_5087.jpg,Catocala lacrymosa,Catocala lacrymosa
Biva,8/24/2019,Erebidae,Catocala,lacrymosa,BIVA_2019-08-24_5088.jpg,Catocala lacrymosa,Catocala lacrymosa
Biva,5/11/2019,Erebidae,Catocala,piatrix,BIVA_2019-05-11_2549.jpg,Catocala piatrix,Catocala piatrix
Biva,NA,Erebidae,Catocala,piatrix,BIVA_2019-05-11_2550.jpg,Catocala piatrix,Catocala piatrix
Biva,5/11/2019,Erebidae,Catocala,piatrix,BIVA_2019-05-11_2551.jpg,Catocala piatrix,Catocala piatrix
Biva,3/24/2019,Erebidae,Mocis,marcida,BIVA_2019-03-24_5226.jpg,Mocis marcida,Mocis marcida
Biva,NA,Erebidae,Mocis,marcida,BIVA_2019-03-24_5227.jpg,Mocis marcida,Mocis marcida
Biva,NA,Erebidae,Mocis,marcida,BIVA_2019-03-24_5228.jpg,Mocis marcida,Mocis marcida
Biva,3/24/2019,Erebidae,Mocis,marcida,BIVA_2019-03-24_5229.jpg,Mocis marcida,Mocis marcida
Biva,2/15/2020,Erebidae,Phoberia,atomaris,BIVA_2020-02-15_7170.jpg,Phoberia atomaris,Phoberia atomaris
Biva,2/15/2020,Erebidae,Phoberia,atomaris,BIVA_2020-02-15_7171.jpg,Phoberia atomaris,Phoberia atomaris
Biva,2/15/2020,Erebidae,Phoberia,atomaris,BIVA_2020-02-15_7172.jpg,Phoberia atomaris,Phoberia atomaris
Biva,2/15/2020,Erebidae,Phoberia,atomaris,BIVA_2020-02-15_7173.jpg,Phoberia atomaris,Phoberia atomaris
Biva,3/10/2019,Erebidae,Zale,horrida,BIVA_2019-03-10_5437.jpg,Zale horrida,Zale horrida
Biva,NA,Erebidae,Zale,horrida,BIVA_2019-03-10_5438.jpg,Zale horrida,Zale horrida
Biva,NA,Erebidae,Zale,horrida,BIVA_2019-03-10_5439.jpg,Zale horrida,Zale horrida
Biva,NA,Erebidae,Zale,horrida,BIVA_2019-03-10_5440.jpg,Zale horrida,Zale horrida
Biva,3/10/2019,Erebidae,Zale,horrida,BIVA_2019-03-10_5441.jpg,Zale horrida,Zale horrida
Biva,5/11/2019,Erebidae,Zale,lunata,BIVA_2019-05-11_2675.jpg,Zale lunata,Zale lunata
Biva,NA,Erebidae,Zale,lunata,BIVA_2019-05-11_2676.jpg,Zale lunata,Zale lunata
Biva,5/11/2019,Erebidae,Zale,lunata,BIVA_2019-05-11_2677.jpg,Zale lunata,Zale lunata
Biva,5/22/2019,Erebidae,Hypenula,cacuminalis,BIVA_2019-05-22_9852.jpg,Hypenula cacuminalis,Hypenula cacuminalis
Biva,NA,Erebidae,Hypenula,cacuminalis,BIVA_2019-05-22_9853.jpg,Hypenula cacuminalis,Hypenula cacuminalis
Biva,5/22/2019,Erebidae,Hypenula,cacuminalis,BIVA_2019-05-22_9854.jpg,Hypenula cacuminalis,Hypenula cacuminalis
Biva,5/11/2019,Erebidae,Idia,julia,BIVA_2019-05-11_2537.jpg,Idia julia,Idia julia
Biva,NA,Erebidae,Idia,julia,BIVA_2019-05-11_2538.jpg,Idia julia,Idia julia
Biva,5/11/2019,Erebidae,Idia,julia,BIVA_2019-05-11_2539.jpg,Idia julia,Idia julia
Biva,4/14/2019,Erebidae,Idia,lubricalis,BIVA_2019-04-14_2411.jpg,Idia lubricalis,Idia lubricalis
Biva,NA,Erebidae,Idia,lubricalis,BIVA_2019-04-14_2412.jpg,Idia lubricalis,Idia lubricalis
Biva,NA,Erebidae,Idia,lubricalis,BIVA_2019-04-14_2413.jpg,Idia lubricalis,Idia lubricalis
Biva,4/14/2019,Erebidae,Idia,lubricalis,BIVA_2019-04-14_2414.jpg,Idia lubricalis,Idia lubricalis
Biva,4/14/2019,Erebidae,Idia,rotundalis,BIVA_2019-04-14_2392.jpg,Idia rotundalis,Idia rotundalis
Biva,NA,Erebidae,Idia,rotundalis,BIVA_2019-04-14_2393.jpg,Idia rotundalis,Idia rotundalis
Biva,4/14/2019,Erebidae,Idia,rotundalis,BIVA_2019-04-14_2394.jpg,Idia rotundalis,Idia rotundalis
Biva,4/14/2019,Erebidae,Idia,rotundalis,BIVA_2019-04-14_2402.jpg,Idia rotundalis,Idia rotundalis
Biva,NA,Erebidae,Idia,rotundalis,BIVA_2019-04-14_2403.jpg,Idia rotundalis,Idia rotundalis
Biva,4/14/2019,Erebidae,Idia,rotundalis,BIVA_2019-04-14_2404.jpg,Idia rotundalis,Idia rotundalis
Biva,4/14/2019,Erebidae,Idia,rotundalis,BIVA_2019-04-14_2405.jpg,Idia rotundalis,Idia rotundalis
Biva,NA,Erebidae,Idia,rotundalis,BIVA_2019-04-14_2406.jpg,Idia rotundalis,Idia rotundalis
Biva,4/14/2019,Erebidae,Idia,rotundalis,BIVA_2019-04-14_2407.jpg,Idia rotundalis,Idia rotundalis
Biva,4/14/2019,Erebidae,Idia,rotundalis,BIVA_2019-04-14_2408.jpg,Idia rotundalis,Idia rotundalis
Biva,NA,Erebidae,Idia,rotundalis,BIVA_2019-04-14_2409.jpg,Idia rotundalis,Idia rotundalis
Biva,4/14/2019,Erebidae,Idia,rotundalis,BIVA_2019-04-14_2410.jpg,Idia rotundalis,Idia rotundalis
Biva,5/11/2019,Erebidae,Idia,rotundalis,BIVA_2019-05-11_2684.jpg,Idia rotundalis,Idia rotundalis
Biva,NA,Erebidae,Idia,rotundalis,BIVA_2019-05-11_2685.jpg,Idia rotundalis,Idia rotundalis
Biva,5/11/2019,Erebidae,Idia,rotundalis,BIVA_2019-05-11_2686.jpg,Idia rotundalis,Idia rotundalis
Biva,5/11/2019,Erebidae,Idia,rotundalis,BIVA_2019-05-11_2687.jpg,Idia rotundalis,Idia rotundalis
Biva,NA,Erebidae,Idia,rotundalis,BIVA_2019-05-11_2688.jpg,Idia rotundalis,Idia rotundalis
Biva,5/11/2019,Erebidae,Idia,rotundalis,BIVA_2019-05-11_2689.jpg,Idia rotundalis,Idia rotundalis
Biva,4/7/2019,Erebidae,Zanclognatha,atrilineella,BIVA_2019-04-07_6369.jpg,Zanclognatha atrilineella,Zanclognatha atrilineella
Biva,NA,Erebidae,Zanclognatha,atrilineella,BIVA_2019-04-07_6370.jpg,Zanclognatha atrilineella,Zanclognatha atrilineella
Biva,NA,Erebidae,Zanclognatha,atrilineella,BIVA_2019-04-07_6371.jpg,Zanclognatha atrilineella,Zanclognatha atrilineella
Biva,4/7/2019,Erebidae,Zanclognatha,atrilineella,BIVA_2019-04-07_6372.jpg,Zanclognatha atrilineella,Zanclognatha atrilineella
Biva,4/28/2019,Erebidae,Dasychira,tephra,BIVA_2019-04-28_1908.jpg,Dasychira tephra,Dasychira tephra
Biva,NA,Erebidae,Dasychira,tephra,BIVA_2019-04-28_1909.jpg,Dasychira tephra,Dasychira tephra
Biva,NA,Erebidae,Dasychira,tephra,BIVA_2019-04-28_1910.jpg,Dasychira tephra,Dasychira tephra
Biva,4/28/2019,Erebidae,Dasychira,tephra,BIVA_2019-04-28_1911.jpg,Dasychira tephra,Dasychira tephra
Biva,5/4/2019,Erebidae,Dasychira,tephra,BIVA_2019-05-04_3067.jpg,Dasychira tephra,Dasychira tephra
Biva,5/4/2019,Erebidae,Dasychira,tephra,BIVA_2019-05-04_3069.jpg,Dasychira tephra,Dasychira tephra
Biva,8/17/2019,Erebidae,Dasychira,tephra,BIVA_2019-08-17_3336.jpg,Dasychira tephra,Dasychira tephra
Biva,8/17/2019,Erebidae,Dasychira,tephra,BIVA_2019-08-17_3337.jpg,Dasychira tephra,Dasychira tephra
Biva,8/17/2019,Erebidae,Dasychira,tephra,BIVA_2019-08-17_3338.jpg,Dasychira tephra,Dasychira tephra
Biva,8/17/2019,Erebidae,Dasychira,tephra,BIVA_2019-08-17_3339.jpg,Dasychira tephra,Dasychira tephra
Biva,4/14/2019,Erebidae,Scolecocampa,liburna,BIVA_2019-04-14_2398.jpg,Scolecocampa liburna,Scolecocampa liburna
Biva,NA,Erebidae,Scolecocampa,liburna,BIVA_2019-04-14_2399.jpg,Scolecocampa liburna,Scolecocampa liburna
Biva,NA,Erebidae,Scolecocampa,liburna,BIVA_2019-04-14_2400.jpg,Scolecocampa liburna,Scolecocampa liburna
Biva,4/14/2019,Erebidae,Scolecocampa,liburna,BIVA_2019-04-14_2401.jpg,Scolecocampa liburna,Scolecocampa liburna
Biva,5/11/2019,Erebidae,Scolecocampa,liburna,BIVA_2019-05-11_2543.jpg,Scolecocampa liburna,Scolecocampa liburna
Biva,NA,Erebidae,Scolecocampa,liburna,BIVA_2019-05-11_2544.jpg,Scolecocampa liburna,Scolecocampa liburna
Biva,5/11/2019,Erebidae,Scolecocampa,liburna,BIVA_2019-05-11_2545.jpg,Scolecocampa liburna,Scolecocampa liburna
Biva,5/11/2019,Erebidae,Scolecocampa,liburna,BIVA_2019-05-11_2555.jpg,Scolecocampa liburna,Scolecocampa liburna
Biva,NA,Erebidae,Scolecocampa,liburna,BIVA_2019-05-11_2556.jpg,Scolecocampa liburna,Scolecocampa liburna
Biva,5/11/2019,Erebidae,Scolecocampa,liburna,BIVA_2019-05-11_2557.jpg,Scolecocampa liburna,Scolecocampa liburna
Biva,6/8/2019,Erebidae,Scolecocampa,liburna,BIVA_2019-06-08_9698.jpg,Scolecocampa liburna,Scolecocampa liburna
Biva,NA,Erebidae,Scolecocampa,liburna,BIVA_2019-06-08_9699.jpg,Scolecocampa liburna,Scolecocampa liburna
Biva,6/8/2019,Erebidae,Scolecocampa,liburna,BIVA_2019-06-08_9700.jpg,Scolecocampa liburna,Scolecocampa liburna
Biva,6/8/2019,Erebidae,Scolecocampa,liburna,BIVA_2019-06-08_9701.jpg,Scolecocampa liburna,Scolecocampa liburna
Biva,6/8/2019,Erebidae,Scolecocampa,liburna,BIVA_2019-06-08_9702.jpg,Scolecocampa liburna,Scolecocampa liburna
Biva,8/17/2019,Erebidae,Scolecocampa,liburna,BIVA_2019-08-17_3334.jpg,Scolecocampa liburna,Scolecocampa liburna
Biva,8/17/2019,Erebidae,Scolecocampa,liburna,BIVA_2019-08-17_3335.jpg,Scolecocampa liburna,Scolecocampa liburna
Biva,9/12/2019,Erebidae,Scolecocampa,liburna,BIVA_2019-09-12_5718.jpg,Scolecocampa liburna,Scolecocampa liburna
Biva,9/12/2019,Erebidae,Scolecocampa,liburna,BIVA_2019-09-12_5719.jpg,Scolecocampa liburna,Scolecocampa liburna
Biva,6/29/2019,Erebidae,Amolita,fessa,BIVA_2019-06-29_9577.jpg,Amolita fessa,Amolita fessa
Biva,6/29/2019,Erebidae,Amolita,fessa,BIVA_2019-06-29_9578.jpg,Amolita fessa,Amolita fessa
Biva,3/31/2019,Erebidae,cantID,NA,BIVA_2019-03-31_7546.jpg,cantID NA,cantID NA
Biva,3/31/2019,Erebidae,cantID,NA,BIVA_2019-03-31_7547.jpg,cantID NA,cantID NA
Biva,5/4/2019,Erebidae,cantID,NA,BIVA_2019-05-04_3077.jpg,cantID NA,cantID NA
Biva,5/4/2019,Erebidae,cantID,NA,BIVA_2019-05-04_3078.jpg,cantID NA,cantID NA
Biva,7/27/2019,Erebidae,cantID,NA,BIVA_2019-07-27_3869.jpg,cantID NA,cantID NA
Biva,7/27/2019,Erebidae,cantID,NA,BIVA_2019-07-27_3870.jpg,cantID NA,cantID NA
Biva,8/24/2019,Erebidae,cantID,NA,BIVA_2019-08-24_5075.jpg,cantID NA,cantID NA
Biva,8/24/2019,Erebidae,cantID,NA,BIVA_2019-08-24_5095.jpg,cantID NA,cantID NA
Biva,8/24/2019,Erebidae,cantID,NA,BIVA_2019-08-24_5096.jpg,cantID NA,cantID NA
Biva,9/21/2019,Erebidae,cantID,NA,BIVA_2019-09-21_6306.jpg,cantID NA,cantID NA
Biva,9/21/2019,Erebidae,cantID,NA,BIVA_2019-09-21_6308.jpg,cantID NA,cantID NA
Biva,12/1/2019,Erebidae,Ephyrodes,cacata,BIVA_2019-12-01_5444.jpg,Ephyrodes cacata,Ephyrodes cacata
Biva,12/1/2019,Erebidae,Ephyrodes,cacata,BIVA_2019-12-01_5445.jpg,Ephyrodes cacata,Ephyrodes cacata
Biva,10/12/2019,Erebidae,Hypagyrtis,esther,BIVA_2019-10-12_5170.jpg,Hypagyrtis esther,Hypagyrtis esther
Biva,10/12/2019,Erebidae,Hypagyrtis,esther,BIVA_2019-10-12_5171.jpg,Hypagyrtis esther,Hypagyrtis esther
Biva,5/4/2019,Erebidae,Idia,rotundalis,BIVA_2019-05-04_3088.jpg,Idia rotundalis,Idia rotundalis
Biva,5/4/2019,Erebidae,Idia,rotundalis,BIVA_2019-05-04_3089.jpg,Idia rotundalis,Idia rotundalis
Biva,5/11/2019,Erebidae,Idia,rotundalis,BIVA_2019-05-11_2546.jpg,Idia rotundalis,Idia rotundalis
Biva,NA,Erebidae,Idia,rotundalis,BIVA_2019-05-11_2547.jpg,Idia rotundalis,Idia rotundalis
Biva,5/11/2019,Erebidae,Idia,rotundalis,BIVA_2019-05-11_2548.jpg,Idia rotundalis,Idia rotundalis
Biva,5/22/2019,Erebidae,Panopoda,rufimargo,BIVA_2019-05-22_9871.jpg,Panopoda rufimargo,Panopoda rufimargo
Biva,NA,Erebidae,Panopoda,rufimargo,BIVA_2019-05-22_9872.jpg,Panopoda rufimargo,Panopoda rufimargo
Biva,5/22/2019,Erebidae,Panopoda,rufimargo,BIVA_2019-05-22_9873.jpg,Panopoda rufimargo,Panopoda rufimargo
Biva,8/24/2019,Erebidae,Scolecocampa,liburna,BIVA_2019-08-24_5091.jpg,Scolecocampa liburna,Scolecocampa liburna
Biva,8/24/2019,Erebidae,Scolecocampa,liburna,BIVA_2019-08-24_5092.jpg,Scolecocampa liburna,Scolecocampa liburna
Biva,4/7/2019,Erebidae,Tetanolita,floridana,BIVA_2019-04-07_6394.jpg,Tetanolita floridana,Tetanolita floridana
Biva,NA,Erebidae,Tetanolita,floridana,BIVA_2019-04-07_6397.jpg,Tetanolita floridana,Tetanolita floridana
Biva,NA,Erebidae,Tetanolita,floridana,BIVA_2019-04-07_6398.jpg,Tetanolita floridana,Tetanolita floridana
Biva,4/7/2019,Erebidae,Tetanolita,floridana,BIVA_2019-04-07_6399.jpg,Tetanolita floridana,Tetanolita floridana
Biva,4/28/2019,Erebidae,Tetanolita,mynesalis,BIVA_2019-04-28_1840.jpg,Tetanolita mynesalis,Tetanolita mynesalis
Biva,NA,Erebidae,Tetanolita,mynesalis,BIVA_2019-04-28_1841.jpg,Tetanolita mynesalis,Tetanolita mynesalis
Biva,4/28/2019,Erebidae,Tetanolita,mynesalis,BIVA_2019-04-28_1842.jpg,Tetanolita mynesalis,Tetanolita mynesalis
Biva,4/28/2019,Erebidae,Tetanolita,mynesalis,BIVA_2019-04-28_1843.jpg,Tetanolita mynesalis,Tetanolita mynesalis
Biva,NA,Erebidae,Tetanolita,mynesalis,BIVA_2019-04-28_1844.jpg,Tetanolita mynesalis,Tetanolita mynesalis
Biva,4/28/2019,Erebidae,Tetanolita,mynesalis,BIVA_2019-04-28_1845.jpg,Tetanolita mynesalis,Tetanolita mynesalis
Biva,4/28/2019,Erebidae,Tetanolita,mynesalis,BIVA_2019-04-28_1868.jpg,Tetanolita mynesalis,Tetanolita mynesalis
Biva,NA,Erebidae,Tetanolita,mynesalis,BIVA_2019-04-28_1869.jpg,Tetanolita mynesalis,Tetanolita mynesalis
Biva,4/28/2019,Erebidae,Tetanolita,mynesalis,BIVA_2019-04-28_1870.jpg,Tetanolita mynesalis,Tetanolita mynesalis
Biva,5/4/2019,Erebidae,Tetanolita,mynesalis,BIVA_2019-05-04_3073.jpg,Tetanolita mynesalis,Tetanolita mynesalis
Biva,5/4/2019,Erebidae,Tetanolita,mynesalis,BIVA_2019-05-04_3074.jpg,Tetanolita mynesalis,Tetanolita mynesalis
Biva,5/22/2019,Erebidae,Tetanolita,mynesalis,BIVA_2019-05-22_9877.jpg,Tetanolita mynesalis,Tetanolita mynesalis
Biva,NA,Erebidae,Tetanolita,mynesalis,BIVA_2019-05-22_9878.jpg,Tetanolita mynesalis,Tetanolita mynesalis
Biva,5/22/2019,Erebidae,Tetanolita,mynesalis,BIVA_2019-05-22_9879.jpg,Tetanolita mynesalis,Tetanolita mynesalis
Bowa,6/22/2019,Erebidae,Apantesis,NA,BOWA_2019-06-22_9422.jpg,Apantesis NA,Apantesis NA
Bowa,6/22/2019,Erebidae,Apantesis,NA,BOWA_2019-06-22_9422.jpg,Apantesis NA,Apantesis NA
Bowa,NA,Erebidae,Apantesis,NA,BOWA_2019-06-22_9423.jpg,Apantesis NA,Apantesis NA
Bowa,6/22/2019,Erebidae,Apantesis,NA,BOWA_2019-06-22_9424.jpg,Apantesis NA,Apantesis NA
Bowa,3/24/2019,Erebidae,Apantesis,phalerata,BOWA_2019-03-24_7430.jpg,Apantesis phalerata,Apantesis phalerata
Bowa,3/24/2019,Erebidae,Apantesis,phalerata,BOWA_2019-03-24_7431.jpg,Apantesis phalerata,Apantesis phalerata
Bowa,4/28/2019,Erebidae,Apantesis,phalerata,BOWA_2019-04-28_2443.jpg,Apantesis phalerata,Apantesis phalerata
Bowa,NA,Erebidae,Apantesis,phalerata,BOWA_2019-04-28_2444.jpg,Apantesis phalerata,Apantesis phalerata
Bowa,4/28/2019,Erebidae,Apantesis,phalerata,BOWA_2019-04-28_2445.jpg,Apantesis phalerata,Apantesis phalerata
Bowa,8/17/2019,Erebidae,Apantesis,phalerata,BOWA_2019-08-17_3352.jpg,Apantesis phalerata,Apantesis phalerata
Bowa,8/17/2019,Erebidae,Apantesis,phalerata,BOWA_2019-08-17_3353.jpg,Apantesis phalerata,Apantesis phalerata
Bowa,3/24/2019,Erebidae,Apantesis,vittata,BOWA_2019-03-24_7443.jpg,Apantesis vittata,Apantesis vittata
Bowa,3/24/2019,Erebidae,Apantesis,vittata,BOWA_2019-03-24_7444.jpg,Apantesis vittata,Apantesis vittata
Bowa,4/14/2019,Erebidae,Apantesis,vittata,BOWA_2019-04-14_8705.jpg,Apantesis vittata,Apantesis vittata
Bowa,NA,Erebidae,Apantesis,vittata,BOWA_2019-04-14_8706.jpg,Apantesis vittata,Apantesis vittata
Bowa,4/14/2019,Erebidae,Apantesis,vittata,BOWA_2019-04-14_8707.jpg,Apantesis vittata,Apantesis vittata
Bowa,4/14/2019,Erebidae,Apantesis,vittata,BOWA_2019-04-14_8827.jpg,Apantesis vittata,Apantesis vittata
Bowa,NA,Erebidae,Apantesis,vittata,BOWA_2019-04-14_8828.jpg,Apantesis vittata,Apantesis vittata
Bowa,4/14/2019,Erebidae,Apantesis,vittata,BOWA_2019-04-14_8829.jpg,Apantesis vittata,Apantesis vittata
Bowa,4/28/2019,Erebidae,Apantesis,vittata,BOWA_2019-04-28_2498.jpg,Apantesis vittata,Apantesis vittata
Bowa,NA,Erebidae,Apantesis,vittata,BOWA_2019-04-28_2499.jpg,Apantesis vittata,Apantesis vittata
Bowa,4/28/2019,Erebidae,Apantesis,vittata,BOWA_2019-04-28_2500.jpg,Apantesis vittata,Apantesis vittata
Bowa,5/11/2019,Erebidae,Apantesis,vittata,BOWA_2019-05-11_2846.jpg,Apantesis vittata,Apantesis vittata
Bowa,NA,Erebidae,Apantesis,vittata,BOWA_2019-05-11_2847.jpg,Apantesis vittata,Apantesis vittata
Bowa,5/11/2019,Erebidae,Apantesis,vittata,BOWA_2019-05-11_2848.jpg,Apantesis vittata,Apantesis vittata
Bowa,5/11/2019,Erebidae,Apantesis,vittata,BOWA_2019-05-11_2849.jpg,Apantesis vittata,Apantesis vittata
Bowa,NA,Erebidae,Apantesis,vittata,BOWA_2019-05-11_2850.jpg,Apantesis vittata,Apantesis vittata
Bowa,5/11/2019,Erebidae,Apantesis,vittata,BOWA_2019-05-11_2851.jpg,Apantesis vittata,Apantesis vittata
Bowa,5/22/2019,Erebidae,Apantesis,vittata,BOWA_2019-05-22_5606.jpg,Apantesis vittata,Apantesis vittata
Bowa,NA,Erebidae,Apantesis,vittata,BOWA_2019-05-22_5607.jpg,Apantesis vittata,Apantesis vittata
Bowa,NA,Erebidae,Apantesis,vittata,BOWA_2019-05-22_5608.jpg,Apantesis vittata,Apantesis vittata
Bowa,5/22/2019,Erebidae,Apantesis,vittata,BOWA_2019-05-22_5609.jpg,Apantesis vittata,Apantesis vittata
Bowa,5/22/2019,Erebidae,Apantesis,vittata,BOWA_2019-05-22_9394.jpg,Apantesis vittata,Apantesis vittata
Bowa,5/22/2019,Erebidae,Apantesis,vittata,BOWA_2019-05-22_9395.jpg,Apantesis vittata,Apantesis vittata
Bowa,6/2/2019,Erebidae,Apantesis,vittata,BOWA_2019-06-02_9834.jpg,Apantesis vittata,Apantesis vittata
Bowa,6/2/2019,Erebidae,Apantesis,vittata,BOWA_2019-06-02_9835.jpg,Apantesis vittata,Apantesis vittata
Bowa,6/2/2019,Erebidae,Apantesis,vittata,BOWA_2019-06-02_9838.jpg,Apantesis vittata,Apantesis vittata
Bowa,6/2/2019,Erebidae,Apantesis,vittata,BOWA_2019-06-02_9839.jpg,Apantesis vittata,Apantesis vittata
Bowa,6/2/2019,Erebidae,Apantesis,vittata,BOWA_2019-06-02_9909.jpg,Apantesis vittata,Apantesis vittata
Bowa,6/2/2019,Erebidae,Apantesis,vittata,BOWA_2019-06-02_9911.jpg,Apantesis vittata,Apantesis vittata
Bowa,7/13/2019,Erebidae,Apantesis,vittata,BOWA_2019-07-13_3952.jpg,Apantesis vittata,Apantesis vittata
Bowa,7/13/2019,Erebidae,Apantesis,vittata,BOWA_2019-07-13_3953.jpg,Apantesis vittata,Apantesis vittata
Bowa,3/10/2019,Erebidae,Halysidota,tessellaris,BOWA_2019-03-10_6909.jpg,Halysidota tessellaris,Halysidota tessellaris
Bowa,3/10/2019,Erebidae,Halysidota,tessellaris,BOWA_2019-03-10_6910.jpg,Halysidota tessellaris,Halysidota tessellaris
Bowa,3/16/2019,Erebidae,Halysidota,tessellaris,BOWA_2019-03-16_7653.jpg,Halysidota tessellaris,Halysidota tessellaris
Bowa,NA,Erebidae,Halysidota,tessellaris,BOWA_2019-03-16_7654.jpg,Halysidota tessellaris,Halysidota tessellaris
Bowa,NA,Erebidae,Halysidota,tessellaris,BOWA_2019-03-16_7655.jpg,Halysidota tessellaris,Halysidota tessellaris
Bowa,3/16/2019,Erebidae,Halysidota,tessellaris,BOWA_2019-03-16_7656.jpg,Halysidota tessellaris,Halysidota tessellaris
Bowa,3/24/2019,Erebidae,Halysidota,tessellaris,BOWA_2019-03-24_7432.jpg,Halysidota tessellaris,Halysidota tessellaris
Bowa,3/24/2019,Erebidae,Halysidota,tessellaris,BOWA_2019-03-24_7433.jpg,Halysidota tessellaris,Halysidota tessellaris
Bowa,3/24/2019,Erebidae,Halysidota,tessellaris,BOWA_2019-03-24_7434.jpg,Halysidota tessellaris,Halysidota tessellaris
Bowa,3/24/2019,Erebidae,Halysidota,tessellaris,BOWA_2019-03-24_7435.jpg,Halysidota tessellaris,Halysidota tessellaris
Bowa,3/31/2019,Erebidae,Halysidota,tessellaris,BOWA_2019-03-31_8076.jpg,Halysidota tessellaris,Halysidota tessellaris
Bowa,3/31/2019,Erebidae,Halysidota,tessellaris,BOWA_2019-03-31_8077.jpg,Halysidota tessellaris,Halysidota tessellaris
Bowa,3/31/2019,Erebidae,Halysidota,tessellaris,BOWA_2019-03-31_8103.jpg,Halysidota tessellaris,Halysidota tessellaris
Bowa,3/31/2019,Erebidae,Halysidota,tessellaris,BOWA_2019-03-31_8104.jpg,Halysidota tessellaris,Halysidota tessellaris
Bowa,3/31/2019,Erebidae,Halysidota,tessellaris,BOWA_2019-03-31_8105.jpg,Halysidota tessellaris,Halysidota tessellaris
Bowa,3/31/2019,Erebidae,Halysidota,tessellaris,BOWA_2019-03-31_8106.jpg,Halysidota tessellaris,Halysidota tessellaris
Bowa,4/7/2019,Erebidae,Halysidota,tessellaris,BOWA_2019-04-07_8254.jpg,Halysidota tessellaris,Halysidota tessellaris
Bowa,4/7/2019,Erebidae,Halysidota,tessellaris,BOWA_2019-04-07_8255.jpg,Halysidota tessellaris,Halysidota tessellaris
Bowa,4/7/2019,Erebidae,Halysidota,tessellaris,BOWA_2019-04-07_8265.jpg,Halysidota tessellaris,Halysidota tessellaris
Bowa,4/7/2019,Erebidae,Halysidota,tessellaris,BOWA_2019-04-07_8266.jpg,Halysidota tessellaris,Halysidota tessellaris
Bowa,4/7/2019,Erebidae,Halysidota,tessellaris,BOWA_2019-04-07_8267.jpg,Halysidota tessellaris,Halysidota tessellaris
Bowa,4/7/2019,Erebidae,Halysidota,tessellaris,BOWA_2019-04-07_8269.jpg,Halysidota tessellaris,Halysidota tessellaris
Bowa,4/28/2019,Erebidae,Halysidota,tessellaris,BOWA_2019-04-28_2437.jpg,Halysidota tessellaris,Halysidota tessellaris
Bowa,NA,Erebidae,Halysidota,tessellaris,BOWA_2019-04-28_2438.jpg,Halysidota tessellaris,Halysidota tessellaris
Bowa,4/28/2019,Erebidae,Halysidota,tessellaris,BOWA_2019-04-28_2439.jpg,Halysidota tessellaris,Halysidota tessellaris
Bowa,6/2/2019,Erebidae,Halysidota,tessellaris,BOWA_2019-06-02_9848.jpg,Halysidota tessellaris,Halysidota tessellaris
